"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ZEEL","P2","06-Jul-2018","          7.70","          7.70","          7.80","          7.70","          7.70","          7.70","          7.70","      49224","              379024.90","         18","      49224","        100.00"
"ZEEL","EQ","09-Jul-2018","        544.70","        545.50","        547.75","        538.60","        539.70","        540.60","        541.49","    1041485","           563949736.65","      54025","     498064","         47.82"
"ZEEL","P2","09-Jul-2018","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","     630754","             4856805.80","         14","     630754","        100.00"
"ZEEL","EQ","10-Jul-2018","        540.60","        543.00","        545.00","        537.15","        538.00","        538.40","        539.13","    1321786","           712617784.75","      27646","     760107","         57.51"
"ZEEL","P2","10-Jul-2018","          7.70","          7.75","          7.75","          7.70","          7.70","          7.70","          7.70","       1345","               10361.50","          8","       1245","         92.57"
"ZEEL","EQ","11-Jul-2018","        538.40","        537.75","        544.80","        536.25","        540.55","        540.30","        541.70","     936083","           507075398.05","      34870","     341224","         36.45"
"ZEEL","P2","11-Jul-2018","          7.70","          7.80","          7.80","          7.70","          7.70","          7.70","          7.70","        529","                4073.40","          4","        529","        100.00"
"ZEEL","EQ","12-Jul-2018","        540.30","        542.00","        542.55","        532.75","        534.40","        533.60","        536.40","    1611621","           864477637.35","      41647","     819164","         50.83"
"ZEEL","P2","12-Jul-2018","          7.70","          7.70","          7.80","          7.70","          7.70","          7.70","          7.75","      35217","              272786.40","         18","      35217","        100.00"
"ZEEL","EQ","13-Jul-2018","        533.60","        538.50","        538.50","        506.60","        509.35","        508.70","        518.22","    2674118","          1385793133.00","      41285","    1416578","         52.97"
"ZEEL","P2","13-Jul-2018","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","      12236","               94217.20","         11","      12236","        100.00"
"ZEEL","EQ","16-Jul-2018","        508.70","        509.50","        518.60","        504.65","        509.75","        508.05","        510.29","    2393688","          1221478286.70","      46337","    1192330","         49.81"
"ZEEL","P2","16-Jul-2018","          7.70","          7.80","          7.80","          7.70","          7.75","          7.75","          7.77","      55670","              432490.55","         18","      52769","         94.79"
"ZEEL","EQ","17-Jul-2018","        508.05","        511.85","        521.90","        507.05","        514.70","        516.85","        515.31","    3789259","          1952650313.90","      84025","    2053562","         54.19"
"ZEEL","P2","17-Jul-2018","          7.75","          7.70","          7.75","          7.70","          7.75","          7.75","          7.70","       3831","               29517.20","         14","       3631","         94.78"
"ZEEL","EQ","18-Jul-2018","        516.85","        519.50","        532.70","        513.05","        522.25","        520.90","        524.41","    6994625","          3668022624.10","     131705","    2755259","         39.39"
"ZEEL","P2","18-Jul-2018","          7.75","          7.80","          7.80","          7.70","          7.70","          7.70","          7.74","       4063","               31435.15","         12","       2062","         50.75"
"ZEEL","EQ","19-Jul-2018","        520.90","        522.30","        526.10","        513.30","        520.40","        521.85","        519.56","    1779190","           924393381.10","      71986","     971386","         54.60"
"ZEEL","P2","19-Jul-2018","          7.70","          7.70","          8.00","          7.70","          8.00","          7.70","          7.70","       1291","                9941.30","          6","       1290","         99.92"
"ZEEL","EQ","20-Jul-2018","        521.85","        518.95","        521.85","        510.60","        514.60","        514.35","        515.32","    1073646","           553271586.80","      30597","     490542","         45.69"
"ZEEL","P2","20-Jul-2018","          7.70","          7.70","          8.00","          7.70","          8.00","          7.70","          7.70","       5717","               44021.50","         14","       5715","         99.97"
"ZEEL","EQ","23-Jul-2018","        514.35","        514.00","        519.55","        504.80","        512.95","        514.55","        512.53","    1169294","           599294432.10","      67345","     561942","         48.06"
"ZEEL","P2","23-Jul-2018","          7.70","          8.00","          8.00","          7.70","          7.75","          7.75","          7.70","       4227","               32548.60","         12","       4225","         99.95"
"ZEEL","EQ","24-Jul-2018","        514.55","        513.00","        533.80","        513.00","        526.90","        525.25","        526.46","    2899553","          1526494076.25","      79982","    1678923","         57.90"
"ZEEL","P2","24-Jul-2018","          7.75","          7.75","          7.75","          7.70","          7.70","          7.70","          7.70","       5875","               45237.55","         10","       5875","        100.00"
"ZEEL","EQ","25-Jul-2018","        525.25","        527.00","        529.10","        514.05","        520.35","        521.05","        519.05","    1807789","           938326556.40","      38576","    1053051","         58.25"
"ZEEL","P2","25-Jul-2018","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","        777","                5982.90","         10","        777","        100.00"
"ZEEL","EQ","26-Jul-2018","        521.05","        521.95","        526.40","        515.85","        522.50","        518.75","        519.01","    1969908","          1022409828.55","      42158","    1251782","         63.55"
"ZEEL","P2","26-Jul-2018","          7.70","          7.70","          7.80","          7.70","          7.70","          7.70","          7.75","     252608","             1957587.75","         17","     252546","         99.98"
"ZEEL","EQ","27-Jul-2018","        518.75","        522.40","        526.45","        516.25","        516.90","        518.65","        520.48","    1410513","           734142260.55","      55629","     872419","         61.85"
"ZEEL","P2","27-Jul-2018","          7.70","          7.70","          7.80","          7.70","          7.75","          7.75","          7.71","       5709","               44033.00","         19","       5708","         99.98"
"ZEEL","EQ","30-Jul-2018","        518.65","        520.40","        525.70","        517.00","        523.50","        524.00","        522.08","     888530","           463883121.10","      40942","     433932","         48.84"
"ZEEL","P2","30-Jul-2018","          7.75","          7.75","          7.85","          7.75","          7.80","          7.80","          7.80","      87229","              680216.00","         25","      87225","        100.00"
"ZEEL","EQ","31-Jul-2018","        524.00","        524.50","        529.75","        522.10","        525.85","        527.15","        526.27","    1473609","           775513017.15","      40345","     878346","         59.61"
"ZEEL","P2","31-Jul-2018","          7.80","          7.80","          7.90","          7.75","          7.85","          7.85","          7.85","    5682239","            44604415.75","         67","    5682013","        100.00"
"ZEEL","EQ","01-Aug-2018","        527.15","        528.80","        534.50","        523.75","        527.45","        526.45","        529.71","    1491570","           790105939.00","      47186","     889154","         59.61"
"ZEEL","P2","01-Aug-2018","          7.85","          7.75","          7.90","          7.75","          7.80","          7.80","          7.80","       5391","               42043.50","          9","       5391","        100.00"
"ZEEL","EQ","02-Aug-2018","        526.45","        525.00","        528.60","        517.20","        519.50","        518.40","        520.54","    1038569","           540613321.30","      55963","     631508","         60.81"
"ZEEL","P2","02-Aug-2018","          7.80","          7.75","          7.95","          7.75","          7.85","          7.90","          7.82","       7741","               60571.10","         10","       6619","         85.51"
"ZEEL","EQ","03-Aug-2018","        518.40","        521.00","        525.85","        518.10","        520.90","        520.60","        521.83","     845588","           441256941.35","      32483","     472930","         55.93"
"ZEEL","P2","03-Aug-2018","          7.90","          7.95","          7.95","          7.80","          7.90","          7.90","          7.95","      20575","              163473.40","         13","      20092","         97.65"
"ZEEL","EQ","06-Aug-2018","        520.60","        522.00","        527.95","        521.00","        522.80","        523.05","        524.42","     837636","           439274926.40","      34543","     415081","         49.55"
"ZEEL","P2","06-Aug-2018","          7.90","          7.80","          7.90","          7.75","          7.75","          7.75","          7.80","     516409","             4027997.70","         19","     516409","        100.00"
"ZEEL","EQ","07-Aug-2018","        523.05","        526.00","        532.70","        525.00","        532.00","        530.55","        529.77","     982782","           520647726.90","      32699","     382071","         38.88"
"ZEEL","P2","07-Aug-2018","          7.75","          7.75","          7.80","          7.75","          7.80","          7.80","          7.80","     240504","             1875759.95","         19","     240504","        100.00"
"ZEEL","EQ","08-Aug-2018","        530.55","        533.10","        540.75","        527.20","        530.70","        530.70","        534.60","    1397385","           747040912.60","      43501","     502485","         35.96"
"ZEEL","P2","08-Aug-2018","          7.80","          7.75","          7.80","          7.75","          7.80","          7.80","          7.80","     257027","             2004544.25","         20","     257027","        100.00"
"ZEEL","EQ","09-Aug-2018","        530.70","        531.25","        531.70","        521.10","        522.55","        522.90","        523.73","    1510816","           791258332.50","      28690","     998898","         66.12"
"ZEEL","P2","09-Aug-2018","          7.80","          7.75","          7.80","          7.75","          7.80","          7.80","          7.80","       5311","               41400.30","         16","       5311","        100.00"
"ZEEL","EQ","10-Aug-2018","        522.90","        525.00","        525.00","        513.85","        516.65","        516.90","        517.50","    1018363","           527003115.50","      22051","     453940","         44.58"
"ZEEL","P2","10-Aug-2018","          7.80","          7.80","          7.85","          7.80","          7.80","          7.80","          7.81","       2075","               16211.50","         11","       2075","        100.00"
"ZEEL","EQ","13-Aug-2018","        516.90","        514.90","        520.00","        505.00","        507.25","        506.45","        511.25","     983867","           503005872.20","      27672","     411790","         41.85"
"ZEEL","P2","13-Aug-2018","          7.80","          7.75","          7.80","          7.75","          7.75","          7.75","          7.80","     257584","             2008930.50","         33","     257584","        100.00"
"ZEEL","EQ","14-Aug-2018","        506.45","        507.00","        519.55","        507.00","        513.65","        513.95","        514.35","    1007964","           518445602.95","      19385","     354797","         35.20"
"ZEEL","P2","14-Aug-2018","          7.75","          7.75","          7.85","          7.75","          7.80","          7.80","          7.79","       1943","               15145.30","         12","       1943","        100.00"
"ZEEL","EQ","16-Aug-2018","        513.95","        513.00","        515.00","        493.20","        500.65","        500.45","        502.39","    2685550","          1349204146.30","      51720","    1111310","         41.38"
"ZEEL","P2","16-Aug-2018","          7.80","          7.85","          7.85","          7.80","          7.80","          7.80","          7.80","     454841","             3547760.30","         15","     454841","        100.00"
"ZEEL","EQ","17-Aug-2018","        500.45","        502.95","        506.50","        499.15","        503.50","        503.50","        503.04","    1187919","           597572343.05","      30274","     425499","         35.82"
"ZEEL","P2","17-Aug-2018","          7.80","          7.80","          7.85","          7.80","          7.80","          7.80","          7.80","      29233","              228054.90","         19","      29233","        100.00"
"ZEEL","EQ","20-Aug-2018","        503.50","        509.90","        510.75","        504.05","        506.10","        506.15","        506.17","    1564381","           791849213.10","      34512","     878255","         56.14"
"ZEEL","P2","20-Aug-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","       3027","               23610.60","         10","       3027","        100.00"
"ZEEL","EQ","21-Aug-2018","        506.15","        507.00","        516.00","        505.00","        514.45","        515.15","        511.54","    1787518","           914381219.35","      24045","     629652","         35.22"
"ZEEL","P2","21-Aug-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","       3714","               28969.20","         13","       3714","        100.00"
"ZEEL","EQ","23-Aug-2018","        515.15","        516.00","        516.65","        504.65","        505.90","        505.60","        508.99","    1467587","           746988445.55","      52270","     847019","         57.72"
"ZEEL","P2","23-Aug-2018","          7.80","          7.80","          7.90","          7.80","          7.80","          7.80","          7.82","       2234","               17470.20","          9","       2234","        100.00"
"ZEEL","EQ","24-Aug-2018","        505.60","        505.00","        511.80","        500.55","        510.90","        510.35","        507.02","    1462613","           741572023.10","      38107","     672885","         46.01"
"ZEEL","P2","24-Aug-2018","          7.80","          7.80","          8.00","          7.80","          7.85","          7.85","          7.81","       1078","                8422.45","         16","       1004","         93.14"
"ZEEL","EQ","27-Aug-2018","        510.35","        517.00","        517.00","        506.10","        512.00","        511.20","        510.41","    1580911","           806907419.25","      40407","     717023","         45.36"
"ZEEL","P2","27-Aug-2018","          7.85","          7.80","          8.50","          7.80","          7.80","          7.80","          7.83","      16402","              128451.60","         21","      14956","         91.18"
"ZEEL","EQ","28-Aug-2018","        511.20","        515.95","        518.40","        509.20","        510.00","        510.70","        513.62","    1583481","           813307771.60","      36940","     719810","         45.46"
"ZEEL","P2","28-Aug-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","       1690","               13182.00","         14","       1690","        100.00"
"ZEEL","EQ","29-Aug-2018","        510.70","        512.25","        514.35","        502.05","        505.60","        505.00","        506.09","    2311842","          1169990332.80","      35371","     829707","         35.89"
"ZEEL","P2","29-Aug-2018","          7.80","          7.80","          9.00","          7.80","          7.80","          7.80","          7.87","        896","                7048.80","          8","        896","        100.00"
"ZEEL","EQ","30-Aug-2018","        505.00","        503.50","        510.00","        503.50","        508.50","        508.70","        507.27","    1918899","           973405097.85","      31976","     873377","         45.51"
"ZEEL","P2","30-Aug-2018","          7.80","          7.80","          8.95","          7.80","          7.90","          7.90","          7.94","        874","                6937.20","          9","        874","        100.00"
"ZEEL","EQ","31-Aug-2018","        508.70","        510.00","        511.00","        498.00","        499.95","        499.95","        501.62","    2175231","          1091128750.90","      69467","    1370469","         63.00"
"ZEEL","P2","31-Aug-2018","          7.90","          7.90","          8.00","          7.80","          7.95","          7.95","          7.93","    4540850","            36014554.70","         43","    4539079","         99.96"
"ZEEL","EQ","03-Sep-2018","        499.95","        504.80","        505.00","        497.25","        498.80","        499.60","        500.92","    1002670","           502261210.15","      32643","     316168","         31.53"
"ZEEL","P2","03-Sep-2018","          7.95","          7.85","          8.00","          7.85","          7.85","          7.85","          7.87","     843211","             6632646.70","         31","     843211","        100.00"
"ZEEL","EQ","04-Sep-2018","        499.60","        501.00","        501.40","        484.00","        491.50","        493.15","        492.62","    1688952","           832010039.70","      35255","     778854","         46.11"
"ZEEL","P2","04-Sep-2018","          7.85","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","       1625","               12675.00","          9","       1625","        100.00"
"ZEEL","EQ","05-Sep-2018","        493.15","        492.00","        494.85","        477.65","        478.00","        482.45","        483.01","    2382133","          1150587895.00","      43184","    1130065","         47.44"
"ZEEL","P2","05-Sep-2018","          7.80","          7.80","          7.85","          7.80","          7.85","          7.85","          7.85","      67569","              530190.05","         10","      67569","        100.00"
"ZEEL","EQ","06-Sep-2018","        482.45","        475.45","        478.70","        436.05","        470.70","        470.40","        456.25","   17884116","          8159658573.30","     209297","    4561130","         25.50"
"ZEEL","P2","06-Sep-2018","          7.85","          7.80","          7.85","          7.80","          7.80","          7.80","          7.81","       4081","               31863.15","         15","       3554","         87.09"
"ZEEL","EQ","07-Sep-2018","        470.40","        471.80","        476.45","        460.05","        470.50","        470.40","        468.74","    3356100","          1573135120.75","      51661","    1027909","         30.63"
"ZEEL","P2","07-Sep-2018","          7.80","          7.80","          7.85","          7.80","          7.85","          7.85","          7.84","      26205","              205525.00","         12","      26205","        100.00"
"ZEEL","EQ","10-Sep-2018","        470.40","        469.75","        478.05","        464.40","        473.50","        472.75","        470.67","    1960433","           922710660.40","      37199","     425268","         21.69"
"ZEEL","P2","10-Sep-2018","          7.85","          7.85","          7.85","          7.80","          7.80","          7.80","          7.80","      20488","              159809.00","         10","      20488","        100.00"
"ZEEL","EQ","11-Sep-2018","        472.75","        476.00","        480.00","        458.25","        463.00","        466.00","        467.85","    3978893","          1861536471.40","      62930","    1020626","         25.65"
"ZEEL","P2","11-Sep-2018","          7.80","          7.80","          7.85","          7.80","          7.85","          7.80","          7.80","       1266","                9880.10","         13","       1266","        100.00"
"ZEEL","EQ","12-Sep-2018","        466.00","        469.70","        472.50","        455.10","        464.75","        463.85","        462.72","    1634651","           756390684.55","      41244","     421509","         25.79"
"ZEEL","P2","12-Sep-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","       2318","               18080.40","          6","       2318","        100.00"
"ZEEL","EQ","14-Sep-2018","        463.85","        468.40","        473.75","        464.75","        471.00","        472.05","        470.64","    1862346","           876495488.95","      60713","     871797","         46.81"
"ZEEL","P2","14-Sep-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","       1403","               10943.40","          9","       1403","        100.00"
"ZEEL","EQ","17-Sep-2018","        472.05","        469.00","        478.80","        466.00","        473.00","        475.25","        474.26","    2190873","          1039038550.95","      39669","    1039032","         47.43"
"ZEEL","P2","17-Sep-2018","          7.80","          7.80","          7.90","          7.80","          7.85","          7.85","          7.87","        987","                7772.30","          7","        523","         52.99"
"ZEEL","EQ","18-Sep-2018","        475.25","        474.00","        477.30","        461.30","        462.55","        464.55","        470.26","    1810871","           851583372.80","      29992","     968560","         53.49"
"ZEEL","P2","18-Sep-2018","          7.85","          7.80","          7.90","          7.80","          7.80","          7.80","          7.80","       8916","               69547.20","         12","       8916","        100.00"
"ZEEL","BL","19-Sep-2018","        241.30","        456.25","        456.25","        456.25","        456.25","        456.25","        456.25","    1000000","           456250000.00","          1","    1000000","        100.00"
"ZEEL","EQ","19-Sep-2018","        464.55","        466.00","        467.05","        449.40","        450.10","        450.80","        453.11","    2779776","          1259541282.75","      62013","    1188249","         42.75"
"ZEEL","P2","19-Sep-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","        655","                5109.00","          5","        655","        100.00"
"ZEEL","EQ","21-Sep-2018","        450.80","        455.00","        458.00","        434.05","        452.00","        450.85","        451.37","    6224800","          2809699866.30","      69632","    4239106","         68.10"
"ZEEL","P2","21-Sep-2018","          7.80","          7.90","          8.00","          7.80","          8.00","          7.95","          7.97","    1541987","            12295787.65","         58","    1541579","         99.97"
"ZEEL","EQ","24-Sep-2018","        450.85","        454.35","        455.65","        440.55","        446.35","        448.05","        446.76","    2277877","          1017654900.95","      31243","    1092528","         47.96"
"ZEEL","P2","24-Sep-2018","          7.95","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","        973","                7589.40","          8","        973","        100.00"
"ZEEL","EQ","25-Sep-2018","        448.05","        444.00","        453.45","        437.00","        450.00","        449.40","        446.18","    2593052","          1156973274.45","      49992","    1282026","         49.44"
"ZEEL","P2","25-Sep-2018","          7.80","          7.85","          7.85","          7.80","          7.80","          7.80","          7.80","      68841","              536960.40","         11","      68841","        100.00"
"ZEEL","EQ","26-Sep-2018","        449.40","        451.20","        452.35","        443.90","        447.45","        448.70","        448.97","    2217261","           995487993.20","      51844","     878986","         39.64"
"ZEEL","P2","26-Sep-2018","          7.80","          7.80","          7.95","          7.80","          7.80","          7.90","          7.90","      18060","              142619.40","         15","      18060","        100.00"
"ZEEL","EQ","27-Sep-2018","        448.70","        446.50","        453.70","        441.00","        448.00","        445.30","        447.59","    3419982","          1530733408.00","      68380","    2315309","         67.70"
"ZEEL","P2","27-Sep-2018","          7.90","          7.80","          7.90","          7.80","          7.90","          7.85","          7.86","     505118","             3972693.90","         26","     505118","        100.00"
"ZEEL","EQ","28-Sep-2018","        445.30","        445.10","        452.00","        429.20","        440.10","        438.60","        440.27","    3038916","          1337934889.65","      94608","    1709275","         56.25"
"ZEEL","P2","28-Sep-2018","          7.85","          7.80","          7.95","          7.80","          7.90","          7.95","          7.92","    4801314","            38014184.05","         21","    4800003","         99.97"
"ZEEL","EQ","01-Oct-2018","        438.60","        438.60","        442.00","        423.20","        442.00","        439.35","        435.06","    1334884","           580754484.25","      27370","     422785","         31.67"
"ZEEL","P2","01-Oct-2018","          7.95","          7.90","          7.90","          7.80","          7.80","          7.80","          7.80","    3001383","            23410788.40","          9","    3001383","        100.00"
"ZEEL","EQ","03-Oct-2018","        439.35","        440.00","        443.75","        433.05","        439.00","        437.70","        437.93","    3046534","          1334166591.50","      40741","    1014312","         33.29"
"ZEEL","P2","03-Oct-2018","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","          7.80","      21644","              168823.20","          8","      21644","        100.00"
"ZEEL","EQ","04-Oct-2018","        437.70","        437.50","        440.55","        432.00","        438.25","        439.35","        436.46","    2655971","          1159230684.30","      31127","    1347848","         50.75"
"ZEEL","P2","04-Oct-2018","          7.80","          7.80","          7.80","          7.75","          7.80","          7.80","          7.80","    2103389","            16398417.20","         24","    2103389","        100.00"
"ZEEL","EQ","05-Oct-2018","        439.35","        438.40","        439.00","        415.10","        415.70","        422.30","        425.17","    3626666","          1541962602.85","      80297","    1813037","         49.99"
"ZEEL","P2","05-Oct-2018","          7.80","          7.80","          7.90","          7.75","          7.75","          7.75","          7.78","    1554283","            12095343.25","         22","    1504283","         96.78"
"ZEEL","EQ","08-Oct-2018","        422.30","        420.00","        422.35","        410.60","        415.80","        414.05","        416.73","    2181111","           908925913.55","      58206","    1213838","         55.65"
"ZEEL","P2","08-Oct-2018","          7.75","          7.75","          7.80","          7.70","          7.70","          7.70","          7.75","    1779505","            13796189.50","         17","    1679495","         94.38"
"ZEEL","EQ","09-Oct-2018","        414.05","        415.10","        434.80","        414.20","        433.00","        432.80","        425.65","    5532725","          2355007278.45","      82198","    3342858","         60.42"
"ZEEL","P2","09-Oct-2018","          7.70","          7.70","          7.80","          7.70","          7.70","          7.70","          7.71","    1219682","             9402181.40","         27","    1219682","        100.00"
"ZEEL","EQ","10-Oct-2018","        432.80","        434.25","        465.00","        434.25","        465.00","        459.80","        450.36","    8275808","          3727104515.40","     102789","    3109797","         37.58"
"ZEEL","P2","10-Oct-2018","          7.70","          7.70","          7.80","          7.70","          7.75","          7.75","          7.77","     802049","             6234819.95","         23","     521927","         65.07"
"ZEEL","EQ","11-Oct-2018","        459.80","        448.00","        479.00","        434.65","        463.95","        463.90","        464.31","   10862887","          5043782996.45","     201318","    5253069","         48.36"
"ZEEL","P2","11-Oct-2018","          7.75","          7.75","          7.75","          7.70","          7.70","          7.70","          7.71","    1388029","            10706349.75","         23","    1388029","        100.00"
"ZEEL","EQ","12-Oct-2018","        463.90","        469.90","        480.00","        463.45","        465.30","        466.70","        470.97","    3593561","          1692459948.00","     105743","    1721126","         47.89"
"ZEEL","P2","12-Oct-2018","          7.70","          7.70","          7.80","          7.70","          7.80","          7.75","          7.76","      33974","              263791.00","         18","      32000","         94.19"
"ZEEL","EQ","15-Oct-2018","        466.70","        471.00","        475.00","        463.00","        474.00","        472.50","        470.18","    1191834","           560376370.65","      29989","     349853","         29.35"
"ZEEL","P2","15-Oct-2018","          7.75","          7.70","          7.75","          7.70","          7.75","          7.75","          7.72","        375","                2895.90","          4","        291","         77.60"
"ZEEL","EQ","16-Oct-2018","        472.50","        477.80","        477.80","        466.75","        469.45","        469.75","        470.77","    1878710","           884445494.35","      27868","     772485","         41.12"
"ZEEL","P2","16-Oct-2018","          7.75","          7.75","          7.75","          7.75","          7.75","          7.75","          7.75","      34473","              267165.75","         16","      34473","        100.00"
"ZEEL","EQ","17-Oct-2018","        469.75","        474.00","        476.60","        460.20","        463.00","        463.60","        466.84","    1055730","           492854050.40","      22223","     389631","         36.91"
"ZEEL","P2","17-Oct-2018","          7.75","          7.75","          7.80","          7.75","          7.80","          7.80","          7.75","     142055","             1100932.20","         14","     142035","         99.99"
"ZEEL","EQ","19-Oct-2018","        463.60","        463.00","        470.00","        451.05","        454.00","        455.20","        457.53","    2504457","          1145874529.40","      47477","    1273662","         50.86"
"ZEEL","P2","19-Oct-2018","          7.80","          7.80","          7.80","          7.70","          7.75","          7.75","          7.71","     677420","             5226163.05","         18","     677418","        100.00"
"ZEEL","EQ","22-Oct-2018","        455.20","        456.60","        461.90","        444.10","        446.00","        449.20","        450.53","    6148366","          2769997239.05","      79889","    4605765","         74.91"
"ZEEL","P2","22-Oct-2018","          7.75","          7.75","          7.80","          7.70","          7.80","          7.75","          7.75","      51282","              397420.10","         11","      51282","        100.00"
"ZEEL","EQ","23-Oct-2018","        449.20","        444.00","        450.75","        430.55","        437.25","        437.60","        438.59","    2665809","          1169190710.50","      74068","    1739738","         65.26"
"ZEEL","P2","23-Oct-2018","          7.75","          7.75","          7.80","          7.75","          7.80","          7.80","          7.80","      42058","              328051.25","         10","      42035","         99.95"
"ZEEL","EQ","24-Oct-2018","        437.60","        446.20","        446.70","        428.00","        434.50","        435.30","        434.25","    3308450","          1436709340.30","      73256","    1937313","         58.56"
"ZEEL","P2","24-Oct-2018","          7.80","          7.75","          7.75","          7.50","          7.50","          7.60","          7.64","    4082838","            31210760.00","         41","    4082838","        100.00"
"ZEEL","EQ","25-Oct-2018","        435.30","        433.80","        438.25","        428.25","        432.00","        432.45","        431.67","    2281803","           984980227.60","      83606","    1391144","         60.97"
"ZEEL","P2","25-Oct-2018","          7.60","          7.70","          7.70","          7.65","          7.65","          7.65","          7.66","     255978","             1960981.70","         12","     255978","        100.00"
"ZEEL","EQ","26-Oct-2018","        432.45","        433.00","        433.10","        415.85","        420.50","        421.70","        421.33","    2739983","          1154430282.25","      83413","    1567986","         57.23"
"ZEEL","P2","26-Oct-2018","          7.65","          7.65","          7.70","          7.55","          7.60","          7.60","          7.63","     621174","             4738067.40","         23","     621174","        100.00"
"ZEEL","EQ","29-Oct-2018","        421.70","        423.50","        433.40","        421.20","        430.70","        431.30","        428.74","    3394383","          1455316936.25","      92057","    2364678","         69.66"
"ZEEL","P2","29-Oct-2018","          7.60","          7.60","          7.60","          7.40","          7.40","          7.40","          7.47","    6343386","            47389839.20","        107","    6253376","         98.58"
"ZEEL","EQ","30-Oct-2018","        431.30","        430.00","        447.40","        425.00","        443.20","        444.45","        438.89","    2276513","           999134457.85","      70878","    1147275","         50.40"
"ZEEL","P2","30-Oct-2018","          7.40","          7.50","          7.65","          7.45","          7.65","          7.65","          7.51","    2399021","            18004749.25","        102","    2397901","         99.95"
"ZEEL","EQ","31-Oct-2018","        444.45","        444.55","        454.95","        431.05","        449.25","        451.10","        441.61","    2888328","          1275517454.60","     114591","    1732226","         59.97"
"ZEEL","P2","31-Oct-2018","          7.65","          7.65","          7.70","          7.50","          7.70","          7.70","          7.66","    1393880","            10671667.60","         34","    1390416","         99.75"
"ZEEL","EQ","01-Nov-2018","        451.10","        449.25","        456.50","        441.60","        449.00","        446.80","        448.82","    1506859","           676308220.50","      68757","     686544","         45.56"
"ZEEL","P2","01-Nov-2018","          7.70","          7.60","          7.65","          7.60","          7.60","          7.60","          7.61","        349","                2654.90","          4","        349","        100.00"
"ZEEL","EQ","02-Nov-2018","        446.80","        450.10","        454.40","        439.45","        440.95","        441.35","        446.87","    1313184","           586818734.55","      61436","     560663","         42.69"
"ZEEL","P2","02-Nov-2018","          7.60","          7.60","          7.65","          7.60","          7.65","          7.65","          7.64","     197215","             1506134.25","         15","     187215","         94.93"
"ZEEL","EQ","05-Nov-2018","        441.35","        440.05","        447.85","        432.10","        439.60","        438.35","        437.00","    1102185","           481657252.55","      42162","     445848","         40.45"
"ZEEL","P2","05-Nov-2018","          7.65","          7.55","          7.60","          7.45","          7.55","          7.55","          7.54","    3582191","            27002006.80","         66","    3570531","         99.67"
"ZEEL","EQ","06-Nov-2018","        438.35","        440.95","        450.90","        438.20","        448.00","        448.20","        446.53","    2155272","           962383680.00","      52859","    1225945","         56.88"
"ZEEL","P2","06-Nov-2018","          7.55","          7.60","          7.65","          7.55","          7.65","          7.65","          7.58","    2194404","            16629945.10","         73","    2149404","         97.95"
"ZEEL","EQ","07-Nov-2018","        448.20","        449.30","        451.25","        445.00","        446.90","        446.85","        447.69","     277310","           124148921.05","       3869","      78642","         28.36"
"ZEEL","P2","07-Nov-2018","          7.65","          7.70","          7.70","          7.70","          7.70","          7.70","          7.70","        315","                2425.50","          5","        315","        100.00"
"ZEEL","EQ","09-Nov-2018","        446.85","        446.90","        451.30","        443.00","        449.45","        450.15","        447.30","    1794045","           802474297.20","      64138","    1163786","         64.87"
"ZEEL","P2","09-Nov-2018","          7.70","          7.65","          7.70","          7.60","          7.65","          7.65","          7.66","        885","                6776.00","         17","        599","         67.68"
"ZEEL","EQ","12-Nov-2018","        450.15","        447.10","        449.90","        435.05","        436.55","        437.80","        443.41","    1037663","           460113168.50","      34656","     509344","         49.09"
"ZEEL","P2","12-Nov-2018","          7.65","          7.65","          7.70","          7.65","          7.65","          7.65","          7.70","       5698","               43846.60","          5","       5698","        100.00"
"ZEEL","EQ","13-Nov-2018","        437.80","        435.00","        441.80","        432.35","        437.50","        438.10","        436.31","    1076278","           469592739.65","      34072","     392855","         36.50"
"ZEEL","P2","13-Nov-2018","          7.65","          7.75","          7.75","          7.70","          7.70","          7.70","          7.72","       2817","               21753.90","          7","       1567","         55.63"
"ZEEL","EQ","14-Nov-2018","        438.10","        440.00","        470.00","        420.70","        438.15","        435.20","        444.39","   17498505","          7776225121.85","     237362","    7201252","         41.15"
"ZEEL","P2","14-Nov-2018","          7.70","          7.65","          7.80","          7.65","          7.75","          7.80","          7.73","     496215","             3837055.30","         51","     496215","        100.00"
